Time_Y,Left_Sensor,Right_Sensor
153.40,0.3595,3.5341
153.60,0.3608,3.5213
153.80,0.3619,3.5080
154.00,0.3630,3.4940
154.20,0.3640,3.4795
154.40,0.3648,3.4645
154.60,0.3657,3.4489
154.80,0.3664,3.4327
155.00,0.3670,3.4160
155.20,0.3676,3.3988
155.40,0.3681,3.3811
155.60,0.3685,3.3629
155.80,0.3688,3.3443
156.00,0.3690,3.3251
156.20,0.3692,3.3055
156.40,0.3692,3.2854
156.60,0.3692,3.2648
156.80,0.3691,3.2438
157.00,0.3689,3.2224
157.20,0.3687,3.2005
157.40,0.3683,3.1782
157.60,0.3679,3.1555
157.80,0.3674,3.1325
158.00,0.3668,3.1090
158.20,0.3661,3.0851
158.40,0.3653,3.0609
158.60,0.3645,3.0363
158.80,0.3636,3.0113
159.00,0.3626,2.9860
159.20,0.3615,2.9603
159.40,0.3603,2.9343
159.60,0.3591,2.9080
159.80,0.3578,2.8813
160.00,0.3564,2.8544
160.20,0.3549,2.8271
160.40,0.3534,2.7996
160.60,0.3517,2.7717
160.80,0.3500,2.7436
161.00,0.3482,2.7152
161.20,0.3464,2.6866
161.40,0.3444,2.6576
161.60,0.3424,2.6285
161.80,0.3404,2.5991
162.00,0.3382,2.5694
162.20,0.3360,2.5395
162.40,0.3337,2.5095
162.60,0.3313,2.4791
162.80,0.3289,2.4486
163.00,0.3264,2.4179
163.20,0.3238,2.3870
163.40,0.3211,2.3559
163.60,0.3184,2.3246
163.80,0.3156,2.2932
164.00,0.3128,2.2616
164.20,0.3099,2.2298
164.40,0.3069,2.1979
164.60,0.3038,2.1659
164.80,0.3007,2.1337
165.00,0.2975,2.1014
165.20,0.2943,2.0689
165.40,0.2910,2.0364
165.60,0.2877,2.0037
165.80,0.2842,1.9709
166.00,0.2808,1.9381
166.20,0.2772,1.9051
166.40,0.2736,1.8721
166.60,0.2700,1.8389
166.80,0.2663,1.8058
167.00,0.2625,1.7725
167.20,0.2587,1.7392
167.40,0.2549,1.7058
167.60,0.2509,1.6724
167.80,0.2470,1.6390
168.00,0.2430,1.6055
168.20,0.2389,1.5720
168.40,0.2348,1.5385
168.60,0.2306,1.5049
168.80,0.2264,1.4714
169.00,0.2222,1.4378
169.20,0.2179,1.4043
169.40,0.2136,1.3708
169.60,0.2092,1.3372
169.80,0.2048,1.3037
170.00,0.2003,1.2703
170.20,0.1958,1.2368
170.40,0.1913,1.2034
170.60,0.1867,1.1701
170.80,0.1821,1.1368
171.00,0.1775,1.1035
171.20,0.1728,1.0703
171.40,0.1681,1.0372
171.60,0.1634,1.0042
171.80,0.1587,0.9712
172.00,0.1539,0.9383
172.20,0.1490,0.9055
172.40,0.1442,0.8728
172.60,0.1393,0.8401
172.80,0.1344,0.8076
173.00,0.1295,0.7752
173.20,0.1246,0.7429
173.40,0.1196,0.7108
173.60,0.1147,0.6787
173.80,0.1097,0.6468
174.00,0.1047,0.6150
174.20,0.0996,0.5833
174.40,0.0946,0.5518
174.60,0.0895,0.5205
174.80,0.0845,0.4893
175.00,0.0794,0.4582
175.20,0.0743,0.4273
175.40,0.0692,0.3966
175.60,0.0641,0.3660
175.80,0.0590,0.3356
176.00,0.0538,0.3054
176.20,0.0487,0.2754
176.40,0.0436,0.2455
176.60,0.0384,0.2159
176.80,0.0333,0.1864
177.00,0.0282,0.1572
177.20,0.0230,0.1281
177.40,0.0179,0.0993
177.60,0.0128,0.0706
177.80,0.0077,0.0422
178.00,0.0025,0.0140
178.20,-0.0026,-0.0140
178.40,-0.0077,-0.0418
178.60,-0.0128,-0.0693
178.80,-0.0178,-0.0966
179.00,-0.0229,-0.1236
179.20,-0.0280,-0.1505
179.40,-0.0330,-0.1771
179.60,-0.0380,-0.2034
179.80,-0.0430,-0.2295
180.00,-0.0480,-0.2553
180.20,-0.0530,-0.2809
180.40,-0.0580,-0.3062
180.60,-0.0629,-0.3313
180.80,-0.0678,-0.3561
181.00,-0.0727,-0.3806
181.20,-0.0776,-0.4049
181.40,-0.0825,-0.4288
181.60,-0.0873,-0.4526
181.80,-0.0921,-0.4760
182.00,-0.0968,-0.4992
182.20,-0.1016,-0.5220
182.40,-0.1063,-0.5446
182.60,-0.1110,-0.5669
182.80,-0.1156,-0.5889
183.00,-0.1202,-0.6106
183.20,-0.1248,-0.6320
183.40,-0.1294,-0.6532
183.60,-0.1339,-0.6740
183.80,-0.1383,-0.6945
184.00,-0.1428,-0.7147
184.20,-0.1472,-0.7347
184.40,-0.1515,-0.7543
184.60,-0.1559,-0.7736
184.80,-0.1601,-0.7926
185.00,-0.1644,-0.8113
185.20,-0.1686,-0.8296
185.40,-0.1727,-0.8477
185.60,-0.1768,-0.8654
185.80,-0.1809,-0.8829
186.00,-0.1849,-0.9000
186.20,-0.1888,-0.9168
186.40,-0.1928,-0.9332
186.60,-0.1966,-0.9494
186.80,-0.2005,-0.9652
187.00,-0.2042,-0.9807
187.20,-0.2079,-0.9959
187.40,-0.2116,-1.0107
187.60,-0.2152,-1.0253
187.80,-0.2188,-1.0395
188.00,-0.2223,-1.0533
188.20,-0.2257,-1.0669
188.40,-0.2291,-1.0801
188.60,-0.2325,-1.0930
188.80,-0.2357,-1.1055
189.00,-0.2390,-1.1178
189.20,-0.2421,-1.1296
189.40,-0.2452,-1.1412
189.60,-0.2483,-1.1524
189.80,-0.2513,-1.1633
190.00,-0.2542,-1.1739
190.20,-0.2570,-1.1841
190.40,-0.2599,-1.1941
190.60,-0.2626,-1.2036
190.80,-0.2653,-1.2129
191.00,-0.2679,-1.2218
191.20,-0.2704,-1.2304
191.40,-0.2729,-1.2386
191.60,-0.2753,-1.2465
191.80,-0.2777,-1.2541
192.00,-0.2800,-1.2614
192.20,-0.2822,-1.2683
192.40,-0.2844,-1.2750
192.60,-0.2865,-1.2812
192.80,-0.2885,-1.2872
193.00,-0.2904,-1.2928
193.20,-0.2923,-1.2981
193.40,-0.2941,-1.3031
193.60,-0.2959,-1.3078
193.80,-0.2976,-1.3121
194.00,-0.2992,-1.3161
194.20,-0.3007,-1.3198
194.40,-0.3022,-1.3232
194.60,-0.3036,-1.3263
194.80,-0.3049,-1.3290
195.00,-0.3062,-1.3315
195.20,-0.3074,-1.3336
195.40,-0.3085,-1.3354
195.60,-0.3096,-1.3369
195.80,-0.3105,-1.3381
196.00,-0.3114,-1.3390
196.20,-0.3123,-1.3395
196.40,-0.3131,-1.3398
196.60,-0.3137,-1.3398
196.80,-0.3144,-1.3394
197.00,-0.3149,-1.3388
197.20,-0.3154,-1.3379
197.40,-0.3158,-1.3367
197.60,-0.3161,-1.3352
197.80,-0.3164,-1.3334
198.00,-0.3166,-1.3313
198.20,-0.3167,-1.3289
198.40,-0.3168,-1.3262
198.60,-0.3168,-1.3233
198.80,-0.3167,-1.3201
199.00,-0.3165,-1.3165
199.20,-0.3163,-1.3128
199.40,-0.3160,-1.3087
199.60,-0.3156,-1.3044
199.80,-0.3151,-1.2998
200.00,-0.3146,-1.2949
200.20,-0.3140,-1.2898
200.40,-0.3134,-1.2844
200.60,-0.3127,-1.2788
200.80,-0.3119,-1.2729
201.00,-0.3110,-1.2667
201.20,-0.3101,-1.2603
201.40,-0.3091,-1.2537
201.60,-0.3080,-1.2468
201.80,-0.3069,-1.2397
202.00,-0.3057,-1.2323
202.20,-0.3044,-1.2247
202.40,-0.3030,-1.2168
202.60,-0.3016,-1.2087
202.80,-0.3002,-1.2004
203.00,-0.2986,-1.1919
203.20,-0.2970,-1.1832
203.40,-0.2954,-1.1742
203.60,-0.2936,-1.1650
203.80,-0.2918,-1.1556
204.00,-0.2900,-1.1460
204.20,-0.2881,-1.1362
204.40,-0.2861,-1.1261
204.60,-0.2840,-1.1159
204.80,-0.2819,-1.1055
205.00,-0.2798,-1.0949
205.20,-0.2775,-1.0841
205.40,-0.2753,-1.0731
205.60,-0.2729,-1.0619
205.80,-0.2705,-1.0506
206.00,-0.2681,-1.0390
206.20,-0.2655,-1.0273
206.40,-0.2630,-1.0154
206.60,-0.2603,-1.0034
206.80,-0.2576,-0.9912
207.00,-0.2549,-0.9788
207.20,-0.2521,-0.9663
207.40,-0.2493,-0.9536
207.60,-0.2464,-0.9408
207.80,-0.2434,-0.9278
208.00,-0.2404,-0.9147
208.20,-0.2374,-0.9014
208.40,-0.2343,-0.8880
208.60,-0.2311,-0.8745
208.80,-0.2279,-0.8608
209.00,-0.2247,-0.8470
209.20,-0.2214,-0.8331
209.40,-0.2181,-0.8191
209.60,-0.2147,-0.8050
209.80,-0.2113,-0.7907
210.00,-0.2078,-0.7763
210.20,-0.2043,-0.7619
210.40,-0.2007,-0.7473
210.60,-0.1972,-0.7326
210.80,-0.1935,-0.7179
211.00,-0.1899,-0.7030
211.20,-0.1862,-0.6881
211.40,-0.1824,-0.6731
211.60,-0.1786,-0.6580
211.80,-0.1748,-0.6428
212.00,-0.1710,-0.6276
212.20,-0.1671,-0.6123
212.40,-0.1632,-0.5969
212.60,-0.1592,-0.5815
212.80,-0.1552,-0.5660
213.00,-0.1512,-0.5504
213.20,-0.1472,-0.5348
213.40,-0.1431,-0.5192
213.60,-0.1390,-0.5035
213.80,-0.1349,-0.4877
214.00,-0.1308,-0.4720
214.20,-0.1266,-0.4562
214.40,-0.1224,-0.4403
214.60,-0.1182,-0.4245
214.80,-0.1140,-0.4086
215.00,-0.1097,-0.3927
215.20,-0.1055,-0.3768
215.40,-0.1012,-0.3609
215.60,-0.0969,-0.3450
215.80,-0.0925,-0.3290
216.00,-0.0882,-0.3131
216.20,-0.0839,-0.2971
216.40,-0.0795,-0.2812
216.60,-0.0751,-0.2653
216.80,-0.0707,-0.2494
217.00,-0.0663,-0.2335
217.20,-0.0619,-0.2176
217.40,-0.0575,-0.2018
217.60,-0.0531,-0.1859
217.80,-0.0486,-0.1701
218.00,-0.0442,-0.1544
218.20,-0.0398,-0.1386
218.40,-0.0353,-0.1229
218.60,-0.0309,-0.1073
218.80,-0.0264,-0.0917
219.00,-0.0220,-0.0761
219.20,-0.0175,-0.0606
219.40,-0.0131,-0.0452
219.60,-0.0086,-0.0298
219.80,-0.0042,-0.0144
220.00,0.0002,0.0008
220.20,0.0047,0.0160
220.40,0.0091,0.0312
220.60,0.0135,0.0462
220.80,0.0179,0.0612
221.00,0.0223,0.0761
221.20,0.0267,0.0910
221.40,0.0311,0.1057
221.60,0.0354,0.1204
221.80,0.0398,0.1349
222.00,0.0441,0.1494
222.20,0.0484,0.1638
222.40,0.0527,0.1781
222.60,0.0570,0.1923
222.80,0.0613,0.2063
223.00,0.0655,0.2203
223.20,0.0698,0.2342
223.40,0.0740,0.2479
223.60,0.0782,0.2616
223.80,0.0823,0.2751
224.00,0.0865,0.2885
224.20,0.0906,0.3018
224.40,0.0947,0.3150
224.60,0.0987,0.3280
224.80,0.1028,0.3409
225.00,0.1068,0.3537
225.20,0.1107,0.3663
225.40,0.1147,0.3789
225.60,0.1186,0.3912
225.80,0.1225,0.4035
226.00,0.1263,0.4156
226.20,0.1302,0.4275
226.40,0.1340,0.4394
226.60,0.1377,0.4510
226.80,0.1414,0.4625
227.00,0.1451,0.4739
227.20,0.1487,0.4851
227.40,0.1523,0.4962
227.60,0.1559,0.5071
227.80,0.1594,0.5178
228.00,0.1629,0.5284
228.20,0.1664,0.5389
228.40,0.1698,0.5491
228.60,0.1731,0.5592
228.80,0.1764,0.5692
229.00,0.1797,0.5789
229.20,0.1830,0.5885
229.40,0.1861,0.5980
229.60,0.1893,0.6072
229.80,0.1924,0.6163
230.00,0.1954,0.6252
230.20,0.1984,0.6340
230.40,0.2014,0.6425
230.60,0.2043,0.6509
230.80,0.2071,0.6591
231.00,0.2099,0.6671
231.20,0.2127,0.6750
231.40,0.2154,0.6826
231.60,0.2180,0.6901
231.80,0.2206,0.6974
232.00,0.2231,0.7045
232.20,0.2256,0.7114
232.40,0.2281,0.7182
232.60,0.2305,0.7247
232.80,0.2328,0.7311
233.00,0.2350,0.7373
233.20,0.2373,0.7433
233.40,0.2394,0.7491
233.60,0.2415,0.7547
233.80,0.2436,0.7601
234.00,0.2456,0.7653
234.20,0.2475,0.7703
234.40,0.2494,0.7752
234.60,0.2512,0.7798
234.80,0.2529,0.7843
235.00,0.2546,0.7886
235.20,0.2563,0.7926
235.40,0.2579,0.7965
235.60,0.2594,0.8002
235.80,0.2608,0.8037
236.00,0.2622,0.8070
236.20,0.2636,0.8101
236.40,0.2648,0.8130
236.60,0.2661,0.8157
236.80,0.2672,0.8182
237.00,0.2683,0.8206
237.20,0.2693,0.8227
237.40,0.2703,0.8246
237.60,0.2712,0.8264
237.80,0.2721,0.8280
238.00,0.2728,0.8293
238.20,0.2736,0.8305
238.40,0.2742,0.8315
238.60,0.2748,0.8323
238.80,0.2754,0.8329
239.00,0.2758,0.8333
239.20,0.2762,0.8336
239.40,0.2766,0.8336
239.60,0.2769,0.8334
239.80,0.2771,0.8331
240.00,0.2772,0.8326
240.20,0.2773,0.8319
240.40,0.2774,0.8310
240.60,0.2773,0.8299
240.80,0.2773,0.8287
241.00,0.2771,0.8273
241.20,0.2769,0.8256
241.40,0.2766,0.8238
241.60,0.2763,0.8219
241.80,0.2759,0.8197
242.00,0.2754,0.8174
242.20,0.2749,0.8149
242.40,0.2743,0.8122
242.60,0.2736,0.8094
242.80,0.2729,0.8063
243.00,0.2722,0.8031
243.20,0.2713,0.7998
243.40,0.2705,0.7962
243.60,0.2695,0.7925
243.80,0.2685,0.7887
244.00,0.2674,0.7847
244.20,0.2663,0.7805
244.40,0.2651,0.7761
244.60,0.2639,0.7716
244.80,0.2626,0.7669
245.00,0.2612,0.7621
245.20,0.2598,0.7571
245.40,0.2583,0.7520
245.60,0.2568,0.7467
245.80,0.2552,0.7413
246.00,0.2536,0.7357
246.20,0.2519,0.7300
246.40,0.2501,0.7241
246.60,0.2483,0.7181
246.80,0.2465,0.7119
247.00,0.2446,0.7057
247.20,0.2426,0.6992
247.40,0.2406,0.6927
247.60,0.2385,0.6860
247.80,0.2364,0.6791
248.00,0.2342,0.6722
248.20,0.2320,0.6651
248.40,0.2297,0.6579
248.60,0.2274,0.6505
248.80,0.2251,0.6431
249.00,0.2226,0.6355
249.20,0.2202,0.6278
249.40,0.2177,0.6200
249.60,0.2151,0.6120
249.80,0.2125,0.6040
250.00,0.2099,0.5958
250.20,0.2072,0.5876
250.40,0.2045,0.5792
250.60,0.2017,0.5708
250.80,0.1989,0.5622
251.00,0.1960,0.5535
251.20,0.1931,0.5448
251.40,0.1902,0.5359
251.60,0.1872,0.5270
251.80,0.1842,0.5179
252.00,0.1811,0.5088
252.20,0.1780,0.4996
252.40,0.1749,0.4903
252.60,0.1717,0.4810
252.80,0.1685,0.4715
253.00,0.1653,0.4620
253.20,0.1620,0.4524
253.40,0.1587,0.4427
253.60,0.1554,0.4330
253.80,0.1520,0.4232
254.00,0.1486,0.4133
254.20,0.1452,0.4034
254.40,0.1418,0.3934
254.60,0.1383,0.3834
254.80,0.1348,0.3733
255.00,0.1312,0.3631
255.20,0.1277,0.3529
255.40,0.1241,0.3427
255.60,0.1205,0.3324
255.80,0.1169,0.3220
256.00,0.1132,0.3117
256.20,0.1095,0.3012
256.40,0.1058,0.2908
256.60,0.1021,0.2803
256.80,0.0984,0.2698
257.00,0.0947,0.2593
257.20,0.0909,0.2487
257.40,0.0871,0.2381
257.60,0.0833,0.2275
257.80,0.0795,0.2169
258.00,0.0757,0.2062
258.20,0.0718,0.1956
258.40,0.0680,0.1849
258.60,0.0641,0.1742
258.80,0.0602,0.1636
259.00,0.0564,0.1529
259.20,0.0525,0.1422
259.40,0.0486,0.1315
259.60,0.0447,0.1208
259.80,0.0408,0.1101
260.00,0.0368,0.0995
260.20,0.0329,0.0888
260.40,0.0290,0.0781
260.60,0.0251,0.0675
260.80,0.0212,0.0569
261.00,0.0172,0.0463
261.20,0.0133,0.0357
261.40,0.0094,0.0252
261.60,0.0055,0.0146
261.80,0.0015,0.0041
262.00,-0.0024,-0.0063
262.20,-0.0063,-0.0168
262.40,-0.0102,-0.0272
262.60,-0.0141,-0.0375
262.80,-0.0180,-0.0479
263.00,-0.0218,-0.0582
263.20,-0.0257,-0.0684
263.40,-0.0296,-0.0786
263.60,-0.0334,-0.0887
263.80,-0.0373,-0.0988
264.00,-0.0411,-0.1089
264.20,-0.0449,-0.1189
264.40,-0.0487,-0.1288
264.60,-0.0525,-0.1387
264.80,-0.0563,-0.1485
265.00,-0.0600,-0.1583
265.20,-0.0637,-0.1680
265.40,-0.0675,-0.1776
265.60,-0.0711,-0.1872
265.80,-0.0748,-0.1966
266.00,-0.0785,-0.2061
266.20,-0.0821,-0.2154
266.40,-0.0857,-0.2247
266.60,-0.0893,-0.2339
266.80,-0.0929,-0.2430
267.00,-0.0964,-0.2520
267.20,-0.0999,-0.2610
267.40,-0.1034,-0.2698
267.60,-0.1069,-0.2786
267.80,-0.1103,-0.2873
268.00,-0.1137,-0.2959
268.20,-0.1171,-0.3044
268.40,-0.1204,-0.3128
268.60,-0.1237,-0.3211
268.80,-0.1270,-0.3294
269.00,-0.1302,-0.3375
269.20,-0.1335,-0.3455
269.40,-0.1366,-0.3535
269.60,-0.1398,-0.3613
269.80,-0.1429,-0.3690
270.00,-0.1460,-0.3766
270.20,-0.1490,-0.3841
270.40,-0.1520,-0.3916
270.60,-0.1550,-0.3989
270.80,-0.1579,-0.4060
271.00,-0.1608,-0.4131
271.20,-0.1637,-0.4201
271.40,-0.1665,-0.4269
271.60,-0.1692,-0.4337
271.80,-0.1720,-0.4403
272.00,-0.1747,-0.4468
272.20,-0.1773,-0.4532
272.40,-0.1799,-0.4594
272.60,-0.1825,-0.4656
272.80,-0.1850,-0.4716
273.00,-0.1875,-0.4775
273.20,-0.1899,-0.4833
273.40,-0.1923,-0.4889
273.60,-0.1946,-0.4945
273.80,-0.1969,-0.4999
274.00,-0.1991,-0.5051
274.20,-0.2013,-0.5103
274.40,-0.2035,-0.5153
274.60,-0.2056,-0.5202
274.80,-0.2076,-0.5249
275.00,-0.2096,-0.5296
275.20,-0.2116,-0.5341
275.40,-0.2135,-0.5384
275.60,-0.2153,-0.5427
275.80,-0.2171,-0.5468
276.00,-0.2189,-0.5507
276.20,-0.2206,-0.5545
276.40,-0.2222,-0.5582
276.60,-0.2238,-0.5618
276.80,-0.2254,-0.5652
277.00,-0.2269,-0.5685
277.20,-0.2283,-0.5717
277.40,-0.2297,-0.5747
277.60,-0.2310,-0.5775
277.80,-0.2323,-0.5803
278.00,-0.2336,-0.5829
278.20,-0.2347,-0.5853
278.40,-0.2358,-0.5877
278.60,-0.2369,-0.5899
278.80,-0.2379,-0.5919
279.00,-0.2389,-0.5938
279.20,-0.2398,-0.5956
279.40,-0.2406,-0.5972
279.60,-0.2414,-0.5987
279.80,-0.2422,-0.6001
280.00,-0.2428,-0.6013
280.20,-0.2435,-0.6024
280.40,-0.2440,-0.6033
280.60,-0.2446,-0.6041
280.80,-0.2450,-0.6048
281.00,-0.2454,-0.6053
281.20,-0.2458,-0.6057
281.40,-0.2461,-0.6059
281.60,-0.2463,-0.6061
281.80,-0.2465,-0.6060
282.00,-0.2466,-0.6059
282.20,-0.2467,-0.6056
282.40,-0.2467,-0.6052
282.60,-0.2466,-0.6046
282.80,-0.2466,-0.6039
283.00,-0.2464,-0.6031
283.20,-0.2462,-0.6021
283.40,-0.2459,-0.6010
283.60,-0.2456,-0.5998
283.80,-0.2452,-0.5984
284.00,-0.2448,-0.5969
284.20,-0.2443,-0.5953
284.40,-0.2438,-0.5935
284.60,-0.2432,-0.5917
284.80,-0.2426,-0.5897
285.00,-0.2419,-0.5875
285.20,-0.2411,-0.5853
285.40,-0.2403,-0.5829
285.60,-0.2395,-0.5804
285.80,-0.2385,-0.5777
286.00,-0.2376,-0.5750
286.20,-0.2366,-0.5721
286.40,-0.2355,-0.5691
286.60,-0.2344,-0.5659
286.80,-0.2332,-0.5627
287.00,-0.2320,-0.5593
287.20,-0.2307,-0.5559
287.40,-0.2294,-0.5523
287.60,-0.2280,-0.5486
287.80,-0.2266,-0.5447
288.00,-0.2251,-0.5408
288.20,-0.2236,-0.5367
288.40,-0.2220,-0.5326
288.60,-0.2204,-0.5283
288.80,-0.2187,-0.5239
289.00,-0.2170,-0.5195
289.20,-0.2153,-0.5149
289.40,-0.2135,-0.5102
289.60,-0.2116,-0.5054
289.80,-0.2097,-0.5005
290.00,-0.2078,-0.4955
290.20,-0.2058,-0.4904
290.40,-0.2037,-0.4852
290.60,-0.2016,-0.4799
290.80,-0.1995,-0.4745
291.00,-0.1974,-0.4690
291.20,-0.1952,-0.4635
291.40,-0.1929,-0.4578
291.60,-0.1906,-0.4520
291.80,-0.1883,-0.4462
292.00,-0.1859,-0.4403
292.20,-0.1835,-0.4343
292.40,-0.1811,-0.4282
292.60,-0.1786,-0.4220
292.80,-0.1761,-0.4157
293.00,-0.1735,-0.4094
293.20,-0.1709,-0.4030
293.40,-0.1683,-0.3965
293.60,-0.1656,-0.3900
293.80,-0.1629,-0.3833
294.00,-0.1602,-0.3766
294.20,-0.1574,-0.3699
294.40,-0.1546,-0.3630
294.60,-0.1518,-0.3561
294.80,-0.1489,-0.3492
295.00,-0.1460,-0.3421
295.20,-0.1431,-0.3351
295.40,-0.1401,-0.3279
295.60,-0.1371,-0.3207
295.80,-0.1341,-0.3135
296.00,-0.1311,-0.3062
296.20,-0.1280,-0.2988
296.40,-0.1249,-0.2914
296.60,-0.1218,-0.2839
296.80,-0.1187,-0.2764
297.00,-0.1155,-0.2689
297.20,-0.1123,-0.2613
297.40,-0.1091,-0.2537
297.60,-0.1059,-0.2460
297.80,-0.1027,-0.2383
298.00,-0.0994,-0.2305
298.20,-0.0961,-0.2228
298.40,-0.0928,-0.2150
298.60,-0.0895,-0.2071
298.80,-0.0861,-0.1993
299.00,-0.0828,-0.1914
299.20,-0.0794,-0.1834
299.40,-0.0760,-0.1755
299.60,-0.0726,-0.1675
299.80,-0.0692,-0.1596
300.00,-0.0658,-0.1516
300.20,-0.0623,-0.1436
