X_Coordinate,Ultraviolet,Green,Red
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,0,0,0
69,0,0,0
70,0,0,0
71,0,0,0
72,0,0,0
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,0,0,0
78,0,0,0
79,0,0,0
80,0,0,0
81,0,0,0
82,0,0,0
83,0,0,0
84,0,0,0
85,0,0,0
86,0,0,0
87,0,0,0
88,0,0,0
89,0,0,0
90,0,0,0
91,0,0,0
92,0,0,0
93,0,0,0
94,0,0,0
95,0,0,0
96,0,0,0
97,0,0,0
98,0,0,0
99,0,0,0
100,0,0,0
101,0,0,0
102,0,0,0
103,0,0,0
104,0,0,0
105,0,0,0
106,0,0,0
107,0,0,0
108,0,0,0
109,0,0,0
110,0,0,0
111,0,0,0
112,0,0,0
113,0,0,0
114,0,0,0
115,0,0,0
116,0,0,0
117,0,0,0
118,0,0,0
119,0,0,0
120,0,0,0
121,0,0,0
122,0,0,0
123,0,0,0
124,0,0,0
125,0,0,0
126,0,0,0
127,0,0,0
128,0,0,0
129,0,0,0
130,0,0,0
131,0,0,0
132,0,0,0
133,0,0,0
134,0,0,0
135,0,0,0
136,0,0,0
137,0,0,0
138,0,0,0
139,0,0,0
140,0,0,0
141,0,0,0
142,0,0,0
143,0,0,0
144,0,0,0
145,0,0,0
146,0,0,0
147,0,0,0
148,0,0,0
149,0,0,0
150,0,0,0
151,0,0,0
152,0,0,0
153,0,0,0
154,0,0,0
155,0,0,0
156,0,0,0
157,0,0,0
158,0,0,0
159,0,0,0
160,0,0,0
161,0,0,0
162,0,0,0
163,0,0,0
164,0,0,0
165,0,0,0
166,0,0,0
167,0,0,0
168,0,0,0
169,0,0,0
170,0,0,0
171,0,0,0
172,0,0,0
173,0,0,0
174,0,0,0
175,0,0,0
176,0,0,0
177,0,0,0
178,0,0,0
179,0,0,0
180,0,0,0
181,0,0,0
182,0,0,0
183,0,0,0
184,0,0,0
185,0,0,0
186,0,0,0
187,0,0,0
188,0,0,0
189,0,0,0
190,0,0,0
191,0,0,0
192,0,0,0
193,0,0,0
194,0,0,0
195,0,0,0
196,0,0,0
197,0,0,0
198,0,0,0
199,0,0,0
200,0,0,0
201,0,0,0
202,0,0,0
203,0,0,0
204,0,0,0
205,0,0,0
206,0,0,0
207,0,0,0
208,0,0,0
209,0,0,0
210,0,0,0
211,0,0,0
212,0,0,0
213,0,0,0
214,0,0,0
215,0,0,0
216,0,0,0
217,0,0,0
218,0,0,0
219,0,0,0
220,0,0,0
221,0,0,0
222,0,0,0
223,0,0,0
224,0,0,0
225,0,0,0
226,0,0,0
227,0,0,0
228,0,0,0
229,0,0,0
230,0,0,0
231,0,0,0
232,0,0,0
233,0,0,0
234,0,0,0
235,0,0,0
236,0,0,0
237,0,0,0
238,0,0,0
239,0,0,0
240,0,0,0
241,0,0,0
242,0,0,0
243,0,0,0
244,0,0,0
245,0,0,0
246,0,0,0
247,0,0,0
248,0,0,0
249,0,0,0
250,0,0,0
251,0,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,0,0
256,0,0,0
257,0,0,0
258,0,0,0
259,0,0,0
260,0,0,0
261,0,0,0
262,0,0,0
263,0,0,0
264,0,0,0
265,0,0,0
266,0,0,0
267,0,0,0
268,0,0,0
269,0,0,0
270,0,0,0
271,0,0,0
272,0,0,0
273,0,0,0
274,0,0,0
275,0,0,0
276,0,0,0
277,0,0,0
278,0,0,0
279,0,0,0
280,0,0,0
281,0,0,0
282,0,0,0
283,0,0,0
284,0,0,0
285,0,0,0
286,0,0,0
287,0,0,0
288,0,0,0
289,0,0,0
290,0,0,0
291,0,0,0
292,0,0,0
293,0,0,0
294,0,0,0
295,0,0,0
296,0,0,0
297,0,0,0
298,0,0,0
299,0,0,0
300,0,0,0
301,0,0,0
302,0,0,0
303,0,0,0
304,0,0,0
305,0,0,0
306,0,0,0
307,0,0,0
308,0,0,0
309,0,0,0
310,0,0,0
311,0,0,0
312,0,0,0
313,0,0,0
314,0,0,0
315,0,0,0
316,0,0,0
317,0,0,0
318,0,0,0
319,0,0,0
320,0,0,0
321,0,0,0
322,0,0,0
323,0,0,0
324,0,0,0
325,0,0,0
326,0,0,0
327,0,0,0
328,0,0,0
329,0,0,0
330,0,0,0
331,0,0,0
332,0,0,0
333,0,0,0
334,0,0,0
335,0,0,0
336,0,0,0
337,0,0,0
338,0,0,0
339,0,0,0
340,0,0,5040
341,0,0,6089
342,0,0,2918
343,0,0,1933
344,0,0,1422
345,0,0,1116
346,0,0,921
347,0,0,787
348,0,0,679
349,0,0,401
350,0,0,261
351,0,0,240
352,0,0,227
353,0,0,211
354,0,0,204
355,0,0,195
356,0,0,193
357,0,0,187
358,0,0,192
359,0,0,184
360,0,0,197
361,0,0,203
362,0,0,213
363,0,0,226
364,0,0,249
365,0,0,279
366,0,0,329
367,0,0,420
368,0,0,610
369,3763,0,923
370,2910,0,499
371,496,0,176
372,235,0,86
373,145,0,52
374,303,0,39
375,867,0,31
376,392,0,22
377,274,0,19
378,216,0,15
379,185,0,15
380,157,0,15
381,121,0,13
382,131,0,11
383,103,0,8
384,89,0,11
385,96,0,11
386,100,0,9
387,77,0,9
388,86,0,10
389,78,0,8
390,81,0,13
391,79,0,9
392,76,0,12
393,77,0,12
394,88,0,12
395,81,0,14
396,97,0,1394
397,99,0,2973
398,105,0,1981
399,169,0,1845
400,312,0,1968
401,132,1,1755
402,8,12,1231
403,2,752,821
404,2,1442,572
405,4,664,434
406,0,449,339
407,0,329,279
408,1,262,227
409,1,220,207
410,0,196,176
411,0,171,164
412,0,140,151
413,0,138,134
414,0,128,127
415,0,112,126
416,0,113,121
417,1,106,124
418,0,102,117
419,0,102,107
420,0,103,121
421,1,96,117
422,0,106,124
423,0,100,121
424,2,112,143
425,0,109,145
426,0,121,155
427,0,129,181
428,0,149,205
429,428,166,245
430,305,211,280
431,293,310,353
432,1775,4948,417
433,7752,10111,186
434,294,1990,62
435,150,1279,37
436,372,755,102
437,210,581,57
438,308,455,57
439,185,405,59
440,150,377,33
441,140,335,24
442,137,307,23
443,47,309,17
444,40,284,19
445,33,291,30
446,22,295,32
447,29,284,14
448,26,307,12
449,29,215,17
450,18,35,13
451,19,30,25
452,51,29,21
453,44,25,15
454,51,107,12
455,40,163,12
456,39,126,17
457,34,88,11
458,35,82,8
459,48,103,9
460,39,107,10
461,68,108,21
462,105,131,36
463,171,517,119
464,141,272,38
465,2701,2182,2327
466,2121,1877,1780
467,1393,1169,1122
468,1108,892,2000
469,9208,11272,11104
470,5909,8086,7088
471,4422,5599,5106
472,3764,4632,4231
473,3407,4121,3719
474,3225,3644,3382
475,3110,3400,3157
476,31294,33395,39044
477,27394,26307,18438
478,9064,9972,8202
479,7937,7700,7350
480,7579,7255,6945
481,7563,7078,6809
482,7887,7211,6932
483,8557,7607,7331
484,9898,8498,8149
485,13116,10489,9961
486,19408,20860,20719
487,2452,1871,1664
488,2797,2143,1906
489,3203,2591,2291
490,4106,3527,3060
491,7614,7456,6734
492,3622,529,361
493,504,686,580
494,1140,1490,1481
495,45,225,693
496,235,1262,1423
497,316,822,257
498,256,6440,6243
499,1997,5646,5777
500,1245,2069,3601
501,940,1632,2826
502,774,1422,2328
503,667,1266,2072
504,603,1175,1859
505,556,1140,1733
506,505,1130,1644
507,482,1084,1556
508,444,1106,696
509,444,1105,542
510,431,1135,534
511,423,1188,520
512,420,1246,527
513,449,1355,577
514,425,1486,594
515,465,1667,588
516,465,1894,649
517,494,2192,665
518,538,2367,702
519,643,2399,812
520,668,2279,918
521,824,2182,1097
522,1017,2180,1315
523,13095,2514,1855
524,17000,4934,3989
525,3137,54,1150
526,367,138,224
527,232,92,115
528,4153,2460,4687
529,1853,1590,2876
530,1095,1122,2190
531,787,922,2164
532,10515,11417,15485
533,7168,7326,8309
534,5113,5455,6058
535,4196,4647,4973
536,3740,4309,4282
537,3492,4603,3858
538,3359,4862,3633
539,5150,3751,3468
540,10386,7717,5344
541,8339,8666,8261
542,7472,7744,7388
543,7181,7344,7008
544,7039,7381,6873
545,7137,7692,7070
546,7456,8232,7466
547,8392,9278,8239
548,10768,11553,10013
549,15509,22718,19851
550,2143,2220,2890
551,2429,2457,3404
552,2850,2867,4215
553,4786,3858,5992
554,7692,7181,10501
555,821,326,458
556,362,1209,927
557,1151,3135,2829
558,571,958,465
559,370,734,364
560,273,629,312
561,226,331,278
562,200,295,241
563,176,285,220
564,172,265,206
565,154,262,194
566,152,259,184
567,150,257,173
568,145,255,173
569,145,262,176
570,150,277,168
571,149,286,178
572,155,304,172
573,162,330,186
574,171,368,192
575,179,415,201
576,200,485,220
577,216,599,235
578,251,833,255
579,272,2025,293
580,330,66,327
581,401,2,388
582,516,1,466
583,727,0,583
584,1300,1,757
585,1479,3,1062
586,1,2,1689
587,1,5,3712
588,1,24,2799
589,64,526,57
590,52,131,0
591,23,100,0
592,23,94,0
593,28,85,0
594,13,94,0
595,16,85,0
596,13,107,0
597,20,107,0
598,14,173,0
599,12,209,0
600,23,212,0
601,11,181,0
602,11,154,0
603,14,138,0
604,20,101,0
605,23,108,0
606,16,120,0
607,18,109,0
608,32,92,0
609,27,121,0
610,32,113,0
611,35,124,0
612,28,147,0
613,35,158,0
614,43,189,0
615,51,232,0
616,73,295,0
617,120,449,0
618,160,797,0
619,360,2324,0
620,1084,2298,0
621,1123,0,0
622,655,0,0
623,475,0,0
624,355,0,0
625,320,0,0
626,283,0,0
627,254,0,0
628,234,0,0
629,231,0,0
630,198,0,0
631,212,0,0
632,213,0,0
633,207,0,0
634,196,0,0
635,208,0,0
636,223,0,0
637,213,0,0
638,221,0,0
639,247,0,0
640,254,0,0
641,280,0,0
642,320,0,0
643,342,0,0
644,390,0,0
645,453,0,0
646,567,0,0
647,690,0,0
648,920,0,0
649,1298,0,0
650,2032,0,0
651,3285,0,0
652,4663,0,0
653,6331,0,0
654,5709,0,0
655,0,0,0
656,0,0,0
657,0,0,0
658,0,0,0
659,0,0,0
660,0,0,0
661,0,0,0
662,0,0,0
663,0,0,0
664,0,0,0
665,0,0,0
666,0,0,0
667,0,0,0
668,0,0,0
669,0,0,0
670,0,0,0
671,0,0,0
672,0,0,0
673,0,0,0
674,0,0,0
675,0,0,0
676,0,0,0
677,0,0,0
678,0,0,0
679,0,0,0
680,0,0,0
681,0,0,0
682,0,0,0
683,0,0,0
684,0,0,0
685,0,0,0
686,0,0,0
687,0,0,0
688,0,0,0
689,0,0,0
690,0,0,0
691,0,0,0
692,0,0,0
693,0,0,0
694,0,0,0
695,0,0,0
696,0,0,0
697,0,0,0
698,0,0,0
699,0,0,0
700,0,0,0
701,0,0,0
702,0,0,0
703,0,0,0
704,0,0,0
705,0,0,0
706,0,0,0
707,0,0,0
708,0,0,0
709,0,0,0
710,0,0,0
711,0,0,0
712,0,0,0
713,0,0,0
714,0,0,0
715,0,0,0
716,0,0,0
717,0,0,0
718,0,0,0
719,0,0,0
720,0,0,0
721,0,0,0
722,0,0,0
723,0,0,0
724,0,0,0
725,0,0,0
726,0,0,0
727,0,0,0
728,0,0,0
729,0,0,0
730,0,0,0
731,0,0,0
732,0,0,0
733,0,0,0
734,0,0,0
735,0,0,0
736,0,0,0
737,0,0,0
738,0,0,0
739,0,0,0
740,0,0,0
741,0,0,0
742,0,0,0
743,0,0,0
744,0,0,0
745,0,0,0
746,0,0,0
747,0,0,0
748,0,0,0
749,0,0,0
750,0,0,0
751,0,0,0
752,0,0,0
753,0,0,0
754,0,0,0
755,0,0,0
756,0,0,0
757,0,0,0
758,0,0,0
759,0,0,0
760,0,0,0
761,0,0,0
762,0,0,0
763,0,0,0
764,0,0,0
765,0,0,0
766,0,0,0
767,0,0,0
768,0,0,0
769,0,0,0
770,0,0,0
771,0,0,0
772,0,0,0
773,0,0,0
774,0,0,0
775,0,0,0
776,0,0,0
777,0,0,0
778,0,0,0
779,0,0,0
780,0,0,0
781,0,0,0
782,0,0,0
783,0,0,0
784,0,0,0
785,0,0,0
786,0,0,0
787,0,0,0
788,0,0,0
789,0,0,0
790,0,0,0
791,0,0,0
792,0,0,0
793,0,0,0
794,0,0,0
795,0,0,0
796,0,0,0
797,0,0,0
798,0,0,0
799,0,0,0
800,0,0,0
801,0,0,0
802,0,0,0
803,0,0,0
804,0,0,0
805,0,0,0
806,0,0,0
807,0,0,0
808,0,0,0
809,0,0,0
810,0,0,0
811,0,0,0
812,0,0,0
813,0,0,0
814,0,0,0
815,0,0,0
816,0,0,0
817,0,0,0
818,0,0,0
819,0,0,0
820,0,0,0
821,0,0,0
822,0,0,0
823,0,0,0
824,0,0,0
825,0,0,0
826,0,0,0
827,0,0,0
828,0,0,0
829,0,0,0
830,0,0,0
831,0,0,0
832,0,0,0
833,0,0,0
834,0,0,0
835,0,0,0
836,0,0,0
837,0,0,0
838,0,0,0
839,0,0,0
840,0,0,0
841,0,0,0
842,0,0,0
843,0,0,0
844,0,0,0
845,0,0,0
846,0,0,0
847,0,0,0
848,0,0,0
849,0,0,0
850,0,0,0
851,0,0,0
852,0,0,0
853,0,0,0
854,0,0,0
855,0,0,0
856,0,0,0
857,0,0,0
858,0,0,0
859,0,0,0
860,0,0,0
861,0,0,0
862,0,0,0
863,0,0,0
864,0,0,0
865,0,0,0
866,0,0,0
867,0,0,0
868,0,0,0
869,0,0,0
870,0,0,0
871,0,0,0
872,0,0,0
873,0,0,0
874,0,0,0
875,0,0,0
876,0,0,0
877,0,0,0
878,0,0,0
879,0,0,0
880,0,0,0
881,0,0,0
882,0,0,0
883,0,0,0
884,0,0,0
885,0,0,0
886,0,0,0
887,0,0,0
888,0,0,0
889,0,0,0
890,0,0,0
891,0,0,0
892,0,0,0
893,0,0,0
894,0,0,0
895,0,0,0
896,0,0,0
897,0,0,0
898,0,0,0
899,0,0,0
900,0,0,0
901,0,0,0
902,0,0,0
903,0,0,0
904,0,0,0
905,0,0,0
906,0,0,0
907,0,0,0
908,0,0,0
909,0,0,0
910,0,0,0
911,0,0,0
912,0,0,0
913,0,0,0
914,0,0,0
915,0,0,0
916,0,0,0
917,0,0,0
918,0,0,0
919,0,0,0
920,0,0,0
921,0,0,0
922,0,0,0
923,0,0,0
924,0,0,0
925,0,0,0
926,0,0,0
927,0,0,0
928,0,0,0
929,0,0,0
930,0,0,0
931,0,0,0
932,0,0,0
933,0,0,0
934,0,0,0
935,0,0,0
936,0,0,0
937,0,0,0
938,0,0,0
939,0,0,0
940,0,0,0
941,0,0,0
942,0,0,0
943,0,0,0
944,0,0,0
945,0,0,0
946,0,0,0
947,0,0,0
948,0,0,0
949,0,0,0
950,0,0,0
951,0,0,0
952,0,0,0
953,0,0,0
954,0,0,0
955,0,0,0
956,0,0,0
957,0,0,0
958,0,0,0
959,0,0,0
960,0,0,0
961,0,0,0
962,0,0,0
963,0,0,0
964,0,0,0
965,0,0,0
966,0,0,0
967,0,0,0
968,0,0,0
969,0,0,0
970,0,0,0
971,0,0,0
972,0,0,0
973,0,0,0
974,0,0,0
975,0,0,0
976,0,0,0
977,0,0,0
978,0,0,0
979,0,0,0
980,0,0,0
981,0,0,0
982,0,0,0
983,0,0,0
984,0,0,0
985,0,0,0
986,0,0,0
987,0,0,0
988,0,0,0
989,0,0,0
990,0,0,0
991,0,0,0
992,0,0,0
993,0,0,0
994,0,0,0
995,0,0,0
996,0,0,0
997,0,0,0
998,0,0,0
999,0,0,0
